ID,age,state,city,gender,education,salaryinthousands,race,year,marital_status
1728,29,Virginia,Fife,Male,Bachelor’s degree,145,Native Hawaiian or Other Pacific Islander,2017,Single
1729,55,Puerto Rico,Toa Alta,Male,Less than high school,55,Native Hawaiian or Other Pacific Islander,2017,Separated
1730,39,California,Daly City,Female,Doctoral degree,85,White,2021,Married
1731,34,California,San Jose,Male,Bachelor’s degree,95,White,2019,Single
1732,37,New Yor,Lyon Mountain,Male,Associate degree,45,White,2019,Married
1733,21,New Yor,Howard Beach,Female,Less than high school,65,Blac or African American,2018,Single
1734,32,New Jersey,Hasbrouc Heights,Female,Doctoral degree,165,Native Hawaiian or Other Pacific Islander,2010,Single
1735,19,Michigan,Coloma,Female,"Some college, no degree",245,Native Hawaiian or Other Pacific Islander,2015,Divorced
1736,35,Missouri,Stella,Male,Master’s degree,215,White,2016,Divorced
1737,54,entucy,Pine Top,Female,High school diploma or equivalent,285,Blac or African American,2018,Single
1738,43,South Carolina,Cross Anchor,Male,Master’s degree,245,White,2011,Single
1739,68,Maryland,Bethesda,Female,Bachelor’s degree,65,Native Hawaiian or Other Pacific Islander,2018,Married
1740,19,Maryland,Chestertown,Male,Master’s degree,65,Blac or African American,2021,Single
1741,67,Michigan,Jeddo,Female,High school diploma or equivalent,165,Native Hawaiian or Other Pacific Islander,2010,Separated
1742,45,ansas,Bartlett,Male,Master’s degree,165,Native Hawaiian or Other Pacific Islander,2011,Divorced
1743,23,Illinois,Cobden,Female,Associate degree,185,White,2014,Separated
1744,56,Minnesota,Lutsen,Female,Master’s degree,35,Asian,2016,Separated
1745,58,Ohio,Frazeysburg,Male,High school diploma or equivalent,165,White,2020,Married
1746,64,Tennessee,Duc River,Female,Associate degree,145,Asian,2013,Married
1747,47,Maine,Perry,Male,Less than high school,65,Blac or African American,2018,Married
1748,60,Illinois,Radom,Female,Bachelor’s degree,35,Native Hawaiian or Other Pacific Islander,2015,Married
1749,32,Mississippi,Robinsonville,Male,Doctoral degree,245,Native Hawaiian or Other Pacific Islander,2015,Married
1750,40,North Carolina,Maysville,Male,Associate degree,65,Native Hawaiian or Other Pacific Islander,2014,Widowed
1751,58,Arizona,Prescott,Male,"Some college, no degree",145,Native Hawaiian or Other Pacific Islander,2010,Married
1752,69,Wisconsin,Goodman,Female,Less than high school,145,Asian,2017,Married
1753,59,Illinois,Astoria,Male,Doctoral degree,65,Native Hawaiian or Other Pacific Islander,2019,Separated
1754,71,West Virginia,Montrose,Female,Associate degree,55,Native Hawaiian or Other Pacific Islander,2018,Married
1755,46,Vermont,Shoreham,Male,"Some college, no degree",185,White,2020,Separated
1756,72,Missouri,ansas City,Female,Less than high school,145,Asian,2010,Married
1757,25,Idaho,Boise,Male,High school diploma or equivalent,245,Asian,2010,Divorced
1758,70,Ohio,Aron,Male,High school diploma or equivalent,95,Native Hawaiian or Other Pacific Islander,2018,Married
1759,38,New Yor,Granville,Female,Bachelor’s degree,35,White,2011,Married
1760,22,ansas,Almena,Male,"Some college, no degree",95,White,2020,Single
1761,44,Wisconsin,Oneida,Female,Associate degree,125,Blac or African American,2016,Married
1762,33,Pennsylvania,Pittsburgh,Female,"Some college, no degree",145,Asian,2018,Divorced
1763,26,Massachusetts,Lancaster,Female,Doctoral degree,35,Asian,2016,Single
1764,51,Mississippi,Leland,Male,Associate degree,55,Blac or African American,2016,Divorced
1765,48,North Carolina,Prospect Hill,Female,Doctoral degree,165,Native Hawaiian or Other Pacific Islander,2020,Married
1766,63,Minnesota,erric,Female,Associate degree,65,Blac or African American,2015,Married
1767,57,entucy,Bethelridge,Male,Master’s degree,165,Blac or African American,2014,Single
1768,54,Pennsylvania,Erie,Male,"Some college, no degree",95,Blac or African American,2019,Married
1769,60,North Carolina,Star,Male,Bachelor’s degree,215,White,2011,Single
1770,27,Nevada,The Laes,Female,Master’s degree,215,White,2013,Married
1771,43,West Virginia,Saxon,Male,"Some college, no degree",55,Asian,2021,Single
1772,26,ansas,Buffalo,Female,Associate degree,165,Native Hawaiian or Other Pacific Islander,2020,Single
1773,20,Illinois,Mozier,Male,Master’s degree,35,Native Hawaiian or Other Pacific Islander,2014,Divorced
1774,45,Virginia,Leesburg,Male,High school diploma or equivalent,125,Native Hawaiian or Other Pacific Islander,2012,Separated
1775,75,Maryland,Loveville,Male,Less than high school,245,Native Hawaiian or Other Pacific Islander,2020,Widowed
1776,68,Olahoma,Meno,Male,Bachelor’s degree,65,Native Hawaiian or Other Pacific Islander,2020,Separated
1777,38,Massachusetts,Lynn,Female,Less than high school,105,White,2021,Married
1778,73,Alabama,Atmore,Male,"Some college, no degree",45,White,2021,Married
1779,21,New Mexico,Buchorn,Female,Bachelor’s degree,215,Asian,2021,Single
1780,74,Florida,Graham,Male,High school diploma or equivalent,45,Asian,2014,Divorced
1781,72,Washington,Trout Lae,Male,Less than high school,75,Blac or African American,2010,Separated
1782,29,Michigan,Clawson,Female,Master’s degree,75,Native Hawaiian or Other Pacific Islander,2016,Divorced
1783,55,Nebrasa,Tobias,Male,Doctoral degree,165,White,2010,Divorced
1784,60,Pennsylvania,Philadelphia,Female,Doctoral degree,215,Native Hawaiian or Other Pacific Islander,2022,Divorced
1785,48,California,Litchfield,Female,"Some college, no degree",95,Asian,2013,Divorced
1786,21,Texas,Roans Prairie,Female,Doctoral degree,85,Native Hawaiian or Other Pacific Islander,2015,Married
1787,75,Texas,San Antonio,Male,Less than high school,65,Blac or African American,2011,Divorced
1788,40,ansas,Satanta,Male,Associate degree,65,American Indian or Alasa Native,2013,Married
1789,23,Illinois,Woodlawn,Female,Associate degree,55,White,2022,Single
1790,49,Idaho,Bloomington,Male,"Some college, no degree",65,Blac or African American,2013,Married
1791,39,Virginia,Meadowview,Male,Less than high school,65,Native Hawaiian or Other Pacific Islander,2019,Divorced
1792,23,Ohio,Marion,Female,Doctoral degree,55,Asian,2017,Single
1793,53,Arizona,Forest Laes,Male,Less than high school,65,White,2016,Separated
1794,40,West Virginia,Lanar,Male,Less than high school,145,Native Hawaiian or Other Pacific Islander,2021,Single
1795,42,Florida,Weston,Male,Doctoral degree,45,White,2010,Single
1796,66,Texas,Gatesville,Male,High school diploma or equivalent,95,Native Hawaiian or Other Pacific Islander,2011,Single
1797,65,Montana,Scobey,Female,Less than high school,215,White,2016,Separated
1798,72,Florida,Sarasota,Female,"Some college, no degree",95,Native Hawaiian or Other Pacific Islander,2016,Married
1799,26,Florida,Oviedo,Female,Master’s degree,55,Blac or African American,2014,Divorced
1800,23,ansas,Partridge,Female,Bachelor’s degree,45,Native Hawaiian or Other Pacific Islander,2012,Divorced
1801,43,Texas,Tarpley,Female,Less than high school,35,American Indian or Alasa Native,2021,Married
1802,49,Michigan,Yale,Female,Master’s degree,85,Blac or African American,2014,Single
1803,71,Rhode Island,Adamsville,Male,High school diploma or equivalent,45,Native Hawaiian or Other Pacific Islander,2018,Married
1804,37,Virginia,Hartfield,Female,Master’s degree,125,Blac or African American,2020,Single
1805,36,Texas,Houston,Male,Bachelor’s degree,75,White,2020,Divorced
1806,42,Missouri,Brooline Station,Male,Master’s degree,95,Blac or African American,2015,Married
1807,44,California,Nipton,Male,High school diploma or equivalent,55,Asian,2018,Single
1808,70,New Yor,Buffalo,Male,High school diploma or equivalent,85,Blac or African American,2018,Divorced
1809,30,Olahoma,Braman,Female,"Some college, no degree",45,Native Hawaiian or Other Pacific Islander,2017,Married
1810,70,Illinois,Orion,Female,Master’s degree,55,Asian,2016,Divorced
1811,44,entucy,Corbin,Male,Bachelor’s degree,285,American Indian or Alasa Native,2013,Divorced
1812,57,Texas,Mesquite,Male,Doctoral degree,125,White,2019,Single
1813,50,entucy,Lindseyville,Female,"Some college, no degree",185,White,2013,Married
1814,57,Iowa,Lohrville,Male,"Some college, no degree",95,Blac or African American,2018,Single
1815,77,Texas,Rosharon,Male,Less than high school,185,White,2021,Single
1816,20,Pennsylvania,Adamstown,Male,Master’s degree,145,Native Hawaiian or Other Pacific Islander,2016,Married
1817,63,Texas,Wichita Falls,Female,Master’s degree,145,White,2014,Single
1818,68,Vermont,Hancoc,Male,High school diploma or equivalent,55,Asian,2019,Married
1819,42,Alasa,Homer,Female,Bachelor’s degree,75,Asian,2021,Divorced
1820,68,Iowa,Ocheyedan,Female,Bachelor’s degree,145,Native Hawaiian or Other Pacific Islander,2011,Married
1821,57,entucy,Salvisa,Male,Bachelor’s degree,215,Native Hawaiian or Other Pacific Islander,2020,Married
1822,29,New Jersey,Cranford,Female,Master’s degree,75,Blac or African American,2021,Married
1823,75,Indiana,Griffin,Male,High school diploma or equivalent,35,American Indian or Alasa Native,2019,Separated
1824,76,Wisconsin,Abbotsford,Female,"Some college, no degree",75,White,2016,Single
1825,41,Alabama,Birmingham,Female,High school diploma or equivalent,185,Native Hawaiian or Other Pacific Islander,2019,Single
1826,35,Alabama,Maylene,Female,Associate degree,65,Blac or African American,2012,Married
1827,33,North Carolina,Middleburg,Female,Less than high school,145,Native Hawaiian or Other Pacific Islander,2013,Married
1828,53,Hawaii,apolei,Female,Master’s degree,45,Native Hawaiian or Other Pacific Islander,2018,Widowed
1829,68,Michigan,Traverse City,Male,High school diploma or equivalent,95,White,2014,Divorced
1830,28,Minnesota,Rose Cree,Male,Master’s degree,35,Asian,2020,Separated
1831,37,Alabama,Addison,Female,Less than high school,65,White,2014,Divorced
1832,50,Rhode Island,East Greenwich,Female,Master’s degree,125,Asian,2013,Married
1833,51,Alabama,Muscle Shoals,Male,High school diploma or equivalent,55,Native Hawaiian or Other Pacific Islander,2020,Married
1834,53,Virginia,Bureville,Female,High school diploma or equivalent,285,White,2012,Married
1835,70,entucy,Lexington,Male,Associate degree,65,White,2012,Married
1836,42,Missouri,Saint Louis,Male,Doctoral degree,45,White,2018,Widowed
1837,36,North Carolina,Topton,Male,Bachelor’s degree,245,White,2010,Single
1838,62,Indiana,Spiceland,Female,High school diploma or equivalent,145,Native Hawaiian or Other Pacific Islander,2016,Divorced
1839,57,Pennsylvania,Millmont,Female,Doctoral degree,285,Blac or African American,2014,Single
1840,61,Olahoma,Muldrow,Female,Less than high school,75,White,2019,Married
1841,39,Pennsylvania,New Stanton,Male,Master’s degree,75,Native Hawaiian or Other Pacific Islander,2012,Married
1842,62,Missouri,Plato,Female,Associate degree,65,Blac or African American,2011,Divorced
1843,52,Pennsylvania,Potter,Female,Doctoral degree,35,Native Hawaiian or Other Pacific Islander,2014,Separated
1844,77,Nevada,Caliente,Male,Doctoral degree,75,Native Hawaiian or Other Pacific Islander,2014,Married
1845,73,Idaho,Calder,Female,High school diploma or equivalent,245,White,2016,Divorced
1846,39,Alabama,West Blocton,Male,Master’s degree,185,Native Hawaiian or Other Pacific Islander,2015,Single
1847,30,Iowa,Woodbine,Male,Bachelor’s degree,65,Blac or African American,2016,Married
1848,41,Texas,Groom,Male,Bachelor’s degree,105,Native Hawaiian or Other Pacific Islander,2013,Married
1849,20,Michigan,Sunfield,Male,"Some college, no degree",215,Native Hawaiian or Other Pacific Islander,2012,Separated
1850,64,North Carolina,Climax,Female,High school diploma or equivalent,85,White,2012,Single
1851,63,entucy,Broos,Male,Bachelor’s degree,125,White,2014,Separated
1852,56,Olahoma,Sterling,Male,Doctoral degree,105,Asian,2013,Married
1853,58,Pennsylvania,Slicville,Male,Associate degree,55,Asian,2018,Widowed
1854,40,West Virginia,Danville,Male,Associate degree,105,Native Hawaiian or Other Pacific Islander,2012,Married
1855,41,Colorado,Colorado Springs,Male,High school diploma or equivalent,185,White,2020,Married
1856,25,Indiana,Galveston,Female,Less than high school,145,Native Hawaiian or Other Pacific Islander,2021,Divorced
1857,77,Arizona,Paulden,Female,Master’s degree,85,Asian,2011,Separated
1858,24,Alabama,Alma,Female,Less than high school,55,White,2016,Married
1859,29,Pennsylvania,Bodines,Male,High school diploma or equivalent,55,White,2021,Married
1860,45,Texas,Winona,Male,Master’s degree,285,Blac or African American,2010,Divorced
1861,33,Texas,erens,Female,Bachelor’s degree,85,White,2020,Single
1862,37,Georgia,Guyton,Female,"Some college, no degree",145,Native Hawaiian or Other Pacific Islander,2018,Single
1863,55,Ohio,Petersburg,Female,Bachelor’s degree,285,Asian,2019,Divorced
1864,54,Oregon,Ophir,Female,"Some college, no degree",165,White,2013,Single
1865,52,Illinois,Chicago,Female,Associate degree,215,Blac or African American,2017,Divorced
1866,22,South Carolina,Townville,Female,Associate degree,215,Blac or African American,2014,Single
1867,59,Aransas,Franlin,Female,"Some college, no degree",75,Blac or African American,2019,Single
1868,56,Tennessee,Thompsons Station,Male,"Some college, no degree",65,White,2019,Married
1869,65,California,Chino,Female,High school diploma or equivalent,185,Blac or African American,2013,Married
1870,67,Virginia,Waterford,Male,Less than high school,125,Asian,2014,Married
1871,29,ansas,Selden,Male,Doctoral degree,165,Native Hawaiian or Other Pacific Islander,2015,Single
1872,62,Indiana,Santa Claus,Female,Associate degree,75,Blac or African American,2010,Married
1873,70,California,Atwater,Female,Associate degree,85,White,2010,Married
1874,49,Pennsylvania,Yor New Salem,Male,Master’s degree,145,Asian,2016,Married
1875,30,Olahoma,Musogee,Male,Less than high school,45,Asian,2018,Married
1876,74,Texas,Garden City,Male,Doctoral degree,285,White,2018,Separated
1877,65,California,Brea,Female,High school diploma or equivalent,215,White,2014,Divorced
1878,32,California,Costa Mesa,Male,Less than high school,95,White,2016,Married
1879,30,Montana,Zortman,Male,High school diploma or equivalent,85,Asian,2021,Married
1880,33,West Virginia,Itmann,Male,Master’s degree,185,Native Hawaiian or Other Pacific Islander,2016,Divorced
1881,30,Pennsylvania,Perry,Female,Master’s degree,145,White,2022,Widowed
1882,28,Tennessee,Spring Hill,Female,"Some college, no degree",35,Native Hawaiian or Other Pacific Islander,2010,Married
1883,31,Missouri,Perryville,Female,Less than high school,185,Native Hawaiian or Other Pacific Islander,2017,Divorced
1884,69,Texas,Dallas,Female,Associate degree,35,Blac or African American,2016,Divorced
1885,32,Vermont,Burlington,Male,Master’s degree,215,Native Hawaiian or Other Pacific Islander,2014,Married
1886,54,District of Columbia,Washington,Female,High school diploma or equivalent,285,Blac or African American,2010,Single
1887,48,Wisconsin,Beloit,Male,Less than high school,285,Native Hawaiian or Other Pacific Islander,2016,Divorced
1888,38,Pennsylvania,Bendersville,Female,Bachelor’s degree,55,White,2014,Separated
1889,67,Illinois,Champaign,Female,Doctoral degree,35,White,2017,Married
1890,51,Texas,San Marcos,Male,Less than high school,95,Blac or African American,2017,Married
